time,position_0
7003.1094,1.0
7003.1094,1.0
7006.3025,1.0
7006.3025,1.0
7006.3025,1.0
7006.3025,1.0
7006.3025,1.0
7006.3025,1.0
7006.3025,1.0
7006.3025,1.0
7006.3025,1.0
7006.3025,1.0
7006.3025,1.0
7006.3025,1.0
7006.3025,1.0
7006.3025,1.0
7006.3025,1.0
7006.3025,1.0
7006.3025,1.0
7009.4975,1.0
7009.4975,1.0
7009.4975,1.0
7009.4975,1.0
7009.4975,1.0
7009.4975,1.0
7009.4975,1.0
7009.4975,1.0
7009.4975,1.0
7009.4975,1.0
7009.4975,1.0
7009.4975,1.0
7009.4975,1.0
7009.4975,1.0
7009.4975,1.0
7009.4975,1.0
7009.4975,1.0
7012.6938,1.0
7012.6938,1.0
7012.6938,1.0
7012.6938,1.0
7012.6938,1.0
7012.6938,1.0
7012.6938,1.0
7012.6938,1.0
7012.6938,1.0
7012.6938,1.0
7012.6938,1.0
7012.6938,1.0
7012.6938,1.0
7012.6938,1.0
7012.6938,1.0
7012.6938,1.0
7012.6938,1.0
7015.8914,1.0
7015.8914,1.0
7015.8914,1.0
7015.8914,1.0
7015.8914,1.0
7015.8914,1.0
7015.8914,1.0
7015.8914,1.0
7015.8914,1.0
7015.8914,1.0
7015.8914,1.0
7015.8914,1.0
7015.8914,1.0
7015.8914,1.0
7015.8914,1.0
7015.8914,1.0
7015.8914,1.0
7019.0832,1.0
7019.0832,1.0
7019.0832,1.0
7019.0832,1.0
7019.0832,1.0
7019.0832,1.0
7022.283,1.0
7022.283,1.0
7022.283,1.0
7025.4847,1.0
7025.4847,1.0
7025.4847,1.0
7025.4847,1.0
7025.4847,1.0
7025.4847,1.0
7025.4847,1.0
7025.4847,1.0
7025.4847,1.0
7025.4847,1.0
7025.4847,1.0
7025.4847,1.0
7025.4847,1.0
7028.6806,1.0
7028.6806,1.0
7028.6806,1.0
7028.6806,1.0
7028.6806,1.0
7028.6806,1.0
7028.6806,1.0
7028.6806,1.0
7028.6806,1.0
7028.6806,1.0
7028.6806,1.0
7028.6806,1.0
7028.6806,1.0
7028.6806,1.0
7028.6806,1.0
7028.6806,1.0
7031.8782,1.0
7031.8782,1.0
7031.8782,1.0
7031.8782,1.0
7031.8782,1.0
7031.8782,1.0
7031.8782,1.0
7031.8782,1.0
7031.8782,1.0
7031.8782,1.0
7031.8782,1.0
7031.8782,1.0
7031.8782,1.0
7031.8782,1.0
7031.8782,1.0
7031.8782,1.0
7031.8782,1.0
7035.071,1.0
7035.071,1.0
7035.071,1.0
7035.071,1.0
7035.071,1.0
7035.071,1.0
7035.071,1.0
7035.071,1.0
7035.071,1.0
7035.071,1.0
7035.071,1.0
7035.071,1.0
7035.071,1.0
7035.071,1.0
7035.071,1.0
7035.071,1.0
7038.265,1.0
7038.265,1.0
7038.265,1.0
7038.265,1.0
7038.265,1.0
7065.9246,1.0
7065.9246,1.0
7065.9246,1.0
7065.9246,1.0
7065.9246,1.0
7065.9246,1.0
7065.9246,1.0
7078.5821,1.0
7155.268,1.0
7161.6119,1.0
7161.6119,1.0
7161.6119,1.0
7161.6119,1.0
7171.1959,1.0
7177.5651,1.0
7177.5651,1.0
7177.5651,1.0
7177.5651,1.0
7177.5651,1.0
7177.5651,1.0
7177.5651,1.0
7180.764,1.0
7180.764,1.0
7180.764,1.0
7180.764,1.0
7180.764,1.0
7180.764,1.0
7180.764,1.0
7180.764,1.0
7180.764,1.0
7180.764,1.0
7180.764,1.0
7180.764,1.0
7180.764,1.0
7180.764,1.0
7180.764,1.0
7180.764,1.0
7180.764,1.0
7183.9577,1.0
7183.9577,1.0
7183.9577,1.0
7183.9577,1.0
7183.9577,1.0
7183.9577,1.0
7183.9577,1.0
7183.9577,1.0
7183.9577,1.0
7183.9577,1.0
7183.9577,1.0
7183.9577,1.0
7190.3339,1.0
7190.3339,1.0
7190.3339,1.0
7190.3339,1.0
7190.3339,1.0
7193.5299,1.0
7193.5299,1.0
7193.5299,1.0
7193.5299,1.0
7193.5299,1.0
7193.5299,1.0
7193.5299,1.0
7193.5299,1.0
7193.5299,1.0
7203.072,1.0
7203.072,1.0
7203.072,1.0
7203.072,1.0
7203.072,1.0
7225.3637,1.0
7225.3637,1.0
